Physical Address Suburb,Physical Address State,Physical Address Post Code,2015 Aged Care Planning Region (ACPR),SA4 Region,Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,Latitude,Longitude,2016-17 Australian Government Funding,Total Places
WANGARATTA,VIC,3677,Hume,Hume,Home Care,,,,The Uniting Church in Australia Property Trust (Victoria),Religious,Inner Regional Australia,-36.35292726,146.3242101,243267,0
WANGARATTA,VIC,3677,Hume,Hume,Home Care,,,,The Uniting Church in Australia Property Trust (Victoria),Religious,Inner Regional Australia,-36.35292726,146.3242101,504054,0
HAWTHORN,VIC,3122,Eastern Metro,Melbourne - Inner East,Home Care,,,,Vasey RSL Care Ltd,Community Based,Major Cities of Australia,-37.821961,145.028426,584539,0
HAWTHORN,VIC,3122,Eastern Metro,Melbourne - Inner East,Home Care,,,,Vasey RSL Care Ltd,Community Based,Major Cities of Australia,-37.821961,145.028426,705189,0
FRANKSTON,VIC,3199,Southern Metro,Mornington Peninsula,Home Care,,,,Vasey RSL Care Ltd,Community Based,Major Cities of Australia,-38.16954266,145.1234673,1208309,0
SPRINGVALE,VIC,3171,Southern Metro,Melbourne - South East,Home Care,,,,Australian Vietnamese Women's Association,Community Based,Major Cities of Australia,-37.945409,145.152938,1106943,0
RICHMOND,VIC,3121,Northern Metro,Melbourne - Inner,Home Care,,,,Australian Vietnamese Women's Association,Community Based,Major Cities of Australia,-37.812384,144.995455,643513,0
BRAYBROOK,VIC,3019,Western Metro,Melbourne - West,Home Care,,,,Australian Vietnamese Women's Association,Community Based,Major Cities of Australia,-37.79236674,144.8611247,2013794,0
SPRINGVALE,VIC,3171,Southern Metro,Melbourne - South East,Home Care,,,,Australian Vietnamese Women's Association,Community Based,Major Cities of Australia,-37.945409,145.152938,221030,0
PAKENHAM,VIC,3810,Southern Metro,Melbourne - South East,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-38.07510229,145.4803444,960493,0
PAKENHAM,VIC,3810,Southern Metro,Melbourne - South East,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-38.07510229,145.4803444,273983,0
WANTIRNA SOUTH,VIC,3152,Eastern Metro,Melbourne - Outer East,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-37.8710103,145.2337086,550254,0
WARRNAMBOOL,VIC,3280,Barwon-South Western,Warrnambool and South West,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-38.38585164,142.4784412,520207,0
WANTIRNA SOUTH,VIC,3152,Eastern Metro,Melbourne - Outer East,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-37.8710103,145.2337086,1162771,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,138918,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,48679,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,694164,0
WANTIRNA SOUTH,VIC,3152,Eastern Metro,Melbourne - Outer East,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-37.8710103,145.2337086,671028,0
SHEPPARTON,VIC,3630,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,419750,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,617155,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,371784,0
WANTIRNA SOUTH,VIC,3152,Eastern Metro,Melbourne - Outer East,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-37.8710103,145.2337086,1262074,0
WANTIRNA SOUTH,VIC,3152,Eastern Metro,Melbourne - Outer East,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-37.8710103,145.2337086,1278981,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,596338,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,138528,0
WANTIRNA SOUTH,VIC,3152,Eastern Metro,Melbourne - Outer East,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-37.8710103,145.2337086,70839,0
WANTIRNA SOUTH,VIC,3152,Eastern Metro,Melbourne - Outer East,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-37.8710103,145.2337086,403878,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,1018620,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,135835,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,268455,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,1306605,0
WANTIRNA SOUTH,VIC,3152,Eastern Metro,Melbourne - Outer East,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-37.8710103,145.2337086,490622,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,2255402,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,467101,0
SHEPPARTON,VIC,3564,Hume,Shepparton,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956,135694,0
MOUNT HELEN,VIC,3350,Grampians,Ballarat,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-37.6241997,143.883811,146719,0
MOUNT HELEN,VIC,3350,Grampians,Ballarat,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-37.6241997,143.883811,182152,0
VIOLET TOWN,VIC,3669,Hume,Hume,Home Care,,,,Violet Town Bush Nursing Centre Inc,Community Based,Inner Regional Australia,-36.63575713,145.7126294,166239,0
BENDIGO,VIC,3550,Loddon-Mallee,Bendigo,Home Care,,,,Vision Australia Limited,Charitable,Inner Regional Australia,-36.757381,144.291522,301591,0
DANDENONG,VIC,3175,Southern Metro,Melbourne - South East,Home Care,,,,Vision Australia Limited,Charitable,Major Cities of Australia,-37.982842,145.211252,1603022,0
COBURG,VIC,3058,Northern Metro,Melbourne - Inner,Home Care,,,,Uniting (Victoria and Tasmania),Charitable,Major Cities of Australia,-37.741629,144.962231,374359,0
GOROKE,VIC,3412,Grampians,North West,Home Care,,,,West Wimmera Health Service,State Government,Outer Regional Australia,-36.71522088,141.4833398,305219,0
HAMILTON,VIC,3300,Barwon-South Western,Warrnambool and South West,Home Care,,,,Western District Health Service,State Government,Inner Regional Australia,-37.74611733,142.0184299,381136,0
ST ALBANS,VIC,3021,Western Metro,Melbourne - West,Home Care,,,,Fronditha Care,Community Based,Major Cities of Australia,-37.76036474,144.8105657,440438,0
NUNAWADING,VIC,3131,Eastern Metro,Melbourne - Outer East,Home Care,,,,Whitehorse City Council,Local Government,Major Cities of Australia,-37.8177,145.181698,1320278,0
HORSHAM,VIC,3400,Grampians,North West,Home Care,,,,Wimmera Health Care Group,State Government,Outer Regional Australia,-36.713489,142.207418,669868,0
MOORABBIN,VIC,3189,Southern Metro,Melbourne - Inner South,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.933746,145.0383,1412423,0
MOORABBIN,VIC,3189,Southern Metro,Melbourne - Inner South,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.933746,145.0383,292977,0
ASCOT VALE,VIC,3032,Western Metro,Melbourne - Inner,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.779802,144.93165,876043,0
SEDDON,VIC,3011,Western Metro,Melbourne - West,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.8063073,144.8902144,720296,0
KEYSBOROUGH,VIC,3173,Southern Metro,Melbourne - South East,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.98967439,145.1535293,641809,0
KEYSBOROUGH,VIC,3173,Southern Metro,Melbourne - South East,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.98967439,145.1535293,1327597,0
KEYSBOROUGH,VIC,3173,Southern Metro,Melbourne - South East,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.98967439,145.1535293,146245,0
KEYSBOROUGH,VIC,3173,Southern Metro,Melbourne - South East,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.98967439,145.1535293,776254,0
HIGHTON,VIC,3216,Barwon-South Western,Geelong,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-38.19545177,144.3176542,170353,0
MOORABBIN,VIC,3189,Southern Metro,Melbourne - Inner South,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.933746,145.0383,392308,0
MOORABBIN,VIC,3189,Southern Metro,Melbourne - Inner South,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.933746,145.0383,692355,0
ASCOT VALE,VIC,3032,Western Metro,Melbourne - Inner,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.783222,144.936156,207759,0
ASCOT VALE,VIC,3032,Western Metro,Melbourne - Inner,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.779802,144.93165,758319,0
SEDDON,VIC,3011,Western Metro,Melbourne - West,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.8063073,144.8902144,794596,0
SHEPPARTON,VIC,3630,Hume,Shepparton,Home Care,,,,Wintringham,Charitable,Inner Regional Australia,-36.37156121,145.4015257,181635,0
SEDDON,VIC,3011,Western Metro,Melbourne - West,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.8063073,144.8902144,646838,0
KINGSVILLE,VIC,3012,Western Metro,Melbourne - West,Home Care,,,,The Uniting Church in Australia Property Trust (Victoria),Religious,Major Cities of Australia,-37.807111,144.87764,2180296,0
ALBANY,WA,6330,Great Southern,Western Australia - Wheat Belt,Home Care,,,,Albany Community Care Centre Inc,Community Based,Outer Regional Australia,-35.00172,117.90334,616837,0
SOUTH KALGOORLIE,WA,6430,Goldfields,Western Australia - Outback,Home Care,,,,Amana Living Incorporated,Religious,Outer Regional Australia,-30.75995173,121.4848021,18837,0
SOUTH KALGOORLIE,WA,6430,Goldfields,Western Australia - Outback,Home Care,,,,Amana Living Incorporated,Religious,Outer Regional Australia,-30.75995173,121.4848021,410744,0
CLAREMONT,WA,6010,Metropolitan North,Perth - Inner,Home Care,,,,Amana Living Incorporated,Religious,Major Cities of Australia,-31.992991,115.76747,5252193,0
CLAREMONT,WA,6010,Metropolitan North,Perth - Inner,Home Care,,,,Amana Living Incorporated,Religious,Major Cities of Australia,-31.992991,115.76747,3653989,0
CLAREMONT,WA,6010,Metropolitan North,Perth - Inner,Home Care,,,,Amana Living Incorporated,Religious,Major Cities of Australia,-31.992991,115.76747,2836902,0
CLAREMONT,WA,6010,Metropolitan North,Perth - Inner,Home Care,,,,Amana Living Incorporated,Religious,Major Cities of Australia,-31.992991,115.76747,1379785,0
CLAREMONT,WA,6010,Metropolitan North,Perth - Inner,Home Care,,,,Amana Living Incorporated,Religious,Major Cities of Australia,-31.992991,115.76747,1343047,0
CLAREMONT,WA,6010,Metropolitan North,Perth - Inner,Home Care,,,,Amana Living Incorporated,Religious,Major Cities of Australia,-31.992991,115.76747,167472,0
CLAREMONT,WA,6010,Metropolitan North,Perth - Inner,Home Care,,,,Amana Living Incorporated,Religious,Major Cities of Australia,-31.992991,115.76747,270373,0
GOSNELLS,WA,6110,Metropolitan South East,Perth - South East,Home Care,,,,Amaroo Care Services Inc,Community Based,Major Cities of Australia,-32.07458446,115.9973953,262344,0
ARMADALE,WA,6112,Metropolitan South East,Perth - South East,Home Care,,,,Anchor Home Help Inc,Charitable,Major Cities of Australia,-32.16304171,116.0198485,259255,0
ASCOT,WA,6104,Metropolitan South East,Perth - South East,Home Care,,,,Baptistcare Incorporated,Religious,Major Cities of Australia,-31.9288696,115.9451422,1657753,0
SOUTH BUNBURY,WA,6230,South West,Bunbury,Home Care,,,,Baptistcare Incorporated,Religious,Inner Regional Australia,-33.33739819,115.6396295,17902,0
SOUTH BUNBURY,WA,6230,South West,Bunbury,Home Care,,,,Baptistcare Incorporated,Religious,Inner Regional Australia,-33.33739819,115.6396295,360999,0
ASCOT,WA,6104,Metropolitan South East,Perth - South East,Home Care,,,,Baptistcare Incorporated,Religious,Major Cities of Australia,-31.9288696,115.9451422,224908,0
GERALDTON,WA,6530,Mid West,Western Australia - Outback,Home Care,,,,Baptistcare Incorporated,Religious,Outer Regional Australia,-28.77223999,114.6140723,32387,0
GERALDTON,WA,6530,Mid West,Western Australia - Outback,Home Care,,,,Baptistcare Incorporated,Religious,Outer Regional Australia,-28.77223999,114.6140723,218236,0
ASCOT,WA,6104,Metropolitan South East,Perth - South East,Home Care,,,,Baptistcare Incorporated,Religious,Major Cities of Australia,-31.9288696,115.9451422,750776,0
ROCKINGHAM,WA,6168,Metropolitan South West,Perth - South West,Home Care,,,,Baptistcare Incorporated,Religious,Major Cities of Australia,-32.27560078,115.7307254,916275,0
SOUTH BUNBURY,WA,6230,South West,Bunbury,Home Care,,,,Baptistcare Incorporated,Religious,Inner Regional Australia,-33.33739819,115.6396295,1699661,0
ASCOT,WA,6104,Metropolitan South East,Perth - South East,Home Care,,,,Baptistcare Incorporated,Religious,Major Cities of Australia,-31.9288696,115.9451422,962,0
ASCOT,WA,6104,Metropolitan South East,Perth - South East,Home Care,,,,Baptistcare Incorporated,Religious,Major Cities of Australia,-31.9288696,115.9451422,674969,0
BAYSWATER,WA,6053,Metropolitan East,Perth - North East,Home Care,,,,Bayswater Extended Community Help Organisation Inc,Charitable,Major Cities of Australia,-31.91638,115.89837,335559,0
WARWICK,WA,6024,Metropolitan North,Perth - North West,Home Care,,,,The Bethanie Group Incorporated,Religious,Major Cities of Australia,-31.84139,115.81198,1879659,0
PORT KENNEDY,WA,6172,Metropolitan South West,Perth - South West,Home Care,,,,The Bethanie Group Incorporated,Religious,Major Cities of Australia,-32.35759,115.77042,1937617,0
BUNBURY,WA,6230,South West,Bunbury,Home Care,,,,The Bethanie Group Incorporated,Religious,Inner Regional Australia,-33.32949,115.64118,3669953,0
WARWICK,WA,6024,Metropolitan North,Perth - North West,Home Care,,,,The Bethanie Group Incorporated,Religious,Major Cities of Australia,-31.84139,115.81198,45455,0
WARWICK,WA,6024,Metropolitan North,Perth - North West,Home Care,,,,The Bethanie Group Incorporated,Religious,Major Cities of Australia,-31.84139,115.81198,218453,0
PORT KENNEDY,WA,6172,Metropolitan South West,Perth - South West,Home Care,,,,The Bethanie Group Incorporated,Religious,Major Cities of Australia,-32.35759,115.77042,421918,0
BERESFORD,WA,6530,Mid West,Western Australia - Outback,Home Care,,,,The Bethanie Group Incorporated,Religious,Outer Regional Australia,-28.75581788,114.6234192,206264,0
BUNBURY,WA,6230,South West,Bunbury,Home Care,,,,The Bethanie Group Incorporated,Religious,Inner Regional Australia,-33.32949,115.64118,250808,0
WARWICK,WA,6024,Metropolitan North,Perth - North West,Home Care,,,,The Bethanie Group Incorporated,Religious,Major Cities of Australia,-31.84139,115.81198,3265011,0
GERALDTON,WA,6530,Mid West,Western Australia - Outback,Home Care,,,,The Bethanie Group Incorporated,Religious,Outer Regional Australia,-28.75581788,114.6234192,1645975,0
DIANELLA,WA,6059,Metropolitan North,Perth - North West,Home Care,,,,Brightwater Care Group Limited,Charitable,Major Cities of Australia,-31.899001,115.889528,69812,0
DIANELLA,WA,6059,Metropolitan East,Perth - North West,Home Care,,,,Brightwater Care Group Limited,Charitable,Major Cities of Australia,-31.90444462,115.8844022,1913412,0
ROCKINGHAM,WA,6168,Metropolitan South West,Perth - South West,Home Care,,,,Brightwater Care Group Limited,Charitable,Major Cities of Australia,-32.28976,115.74503,541447,0
CURRAMBINE,WA,6028,Metropolitan North,Perth - North West,Home Care,,,,Brightwater Care Group Limited,Charitable,Major Cities of Australia,-31.7404178,115.7405075,9293909,0
ROCKINGHAM,WA,6168,Metropolitan South West,Perth - South West,Home Care,,,,Brightwater Care Group Limited,Charitable,Major Cities of Australia,-32.28976,115.74503,4614035,0
BENTLEY,WA,6102,Metropolitan South East,Perth - South East,Home Care,,,,City of Canning,Local Government,Major Cities of Australia,-32.01044,115.91036,1376383,0
ROCKINGHAM,WA,6168,Metropolitan South West,Perth - South West,Home Care,,,,Care Options Incorporated,Private Incorporated Body,Major Cities of Australia,-32.285,115.73614,316059,0
WEMBLEY,WA,6014,Metropolitan North,Perth - Inner,Home Care,,,,Mercy Community Services Incorporated,Charitable,Major Cities of Australia,-31.93809,115.82318,1918414,0
WEMBLEY,WA,6014,Metropolitan North,Perth - Inner,Home Care,,,,Mercy Community Services Incorporated,Charitable,Major Cities of Australia,-31.93809,115.82318,432512,0
WEMBLEY,WA,6014,Metropolitan North,Perth - Inner,Home Care,,,,Mercy Community Services Incorporated,Charitable,Major Cities of Australia,-31.93809,115.82318,1032985,0
BENTLEY,WA,6102,Metropolitan South East,Perth - South East,Home Care,,,,City of Canning,Local Government,Major Cities of Australia,-32.01044,115.91036,904205,0
HAMILTON HILL,WA,6163,Metropolitan South West,Perth - South West,Home Care,,,,City of Cockburn,Local Government,Major Cities of Australia,-32.07994503,115.7898157,338941,0
SOUTH BUNBURY,WA,6230,South West,Bunbury,Home Care,,,,Community Home Care Inc,Community Based,Inner Regional Australia,-33.35815,115.641,143471,0
MANDURAH,WA,6210,Metropolitan South West,Mandurah,Home Care,,,,Mandurah Retirement Village,Community Based,Major Cities of Australia,-32.54103,115.74273,210007,0
MANDURAH,WA,6210,Metropolitan South West,Mandurah,Home Care,,,,Mandurah Retirement Village,Community Based,Major Cities of Australia,-32.54103,115.74273,1625277,0
MANDURAH,WA,6210,Metropolitan South West,Mandurah,Home Care,,,,Mandurah Retirement Village,Community Based,Major Cities of Australia,-32.54079253,115.7419243,477636,0
EAST VICTORIA PARK,WA,6101,Metropolitan South East,Perth - South East,Home Care,,,,Dutch Aged Care (Western Australia) Inc,Charitable,Major Cities of Australia,-31.99328955,115.9142358,777339,0
ARMADALE,WA,6112,Metropolitan South East,Perth - South East,Home Care,,,,Dale Cottages (Inc.),Community Based,Major Cities of Australia,-32.15862143,116.0146968,520288,0
SPENCER PARK,WA,6330,Great Southern,Western Australia - Wheat Belt,Home Care,,,,Danvero Pty Ltd,Private Incorporated Body,Outer Regional Australia,-35.00295411,117.9012744,239505,0
SPENCER PARK,WA,6330,Great Southern,Western Australia - Wheat Belt,Home Care,,,,Danvero Pty Ltd,Private Incorporated Body,Outer Regional Australia,-35.00295411,117.9012744,987728,0
SPENCER PARK,WA,6330,Great Southern,Western Australia - Wheat Belt,Home Care,,,,Danvero Pty Ltd,Private Incorporated Body,Outer Regional Australia,-35.00295411,117.9012744,966927,0
ESPERANCE,WA,6450,Goldfields,Western Australia - Outback,Home Care,,,,Shire of Esperance,Local Government,Remote Australia,-33.85761477,121.8824758,480383,0
ESPERANCE,WA,6450,Goldfields,Western Australia - Outback,Home Care,,,,Shire of Esperance,Local Government,Remote Australia,-33.85761477,121.8824758,301455,0
KUNUNURRA,WA,6743,Kimberley,Western Australia - Outback,Home Care,,,,Uniting Church Homes,Religious,Remote Australia,-15.77600327,128.7334232,172581,0
GOSNELLS,WA,6110,Metropolitan South East,Perth - South East,Home Care,,,,Astley Care Inc,Charitable,Major Cities of Australia,-32.07302001,116.00492,851820,0
MIDLAND,WA,6056,Metropolitan East,Perth - North East,Home Care,,,,Global Care Group (GCG) Incorporated,Charitable,Major Cities of Australia,-31.88549892,116.0146727,218552,0
WEST PERTH,WA,6005,Metropolitan East,Perth - Inner,Home Care,,,,AT&A Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.943627,115.844776,911412,0
WEST PERTH,WA,6005,Metropolitan East,Perth - Inner,Home Care,,,,AT&A Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.943627,115.844776,9903369,0
PERTH,WA,6000,Metropolitan East,Perth - Inner,Home Care,,,,Italo-Australian Welfare & Cultural Centre Incorporated,Community Based,Major Cities of Australia,-31.93919,115.85697,1224896,0
BENTLEY,WA,6102,Metropolitan South East,Perth - South East,Home Care,,,,Uniting Church Homes,Religious,Major Cities of Australia,-32.00573399,115.899851,139319,0
NORTHAM,WA,6401,Wheatbelt,Western Australia - Wheat Belt,Home Care,,,,Uniting Church Homes,Religious,Inner Regional Australia,-31.65937136,116.6672697,54979,0
BENTLEY,WA,6102,Metropolitan South East,Perth - South East,Home Care,,,,Uniting Church Homes,Religious,Major Cities of Australia,-32.00573399,115.899851,205487,0
BENTLEY,WA,6102,Metropolitan South East,Perth - South East,Home Care,,,,Uniting Church Homes,Religious,Major Cities of Australia,-32.00573399,115.899851,5251019,0
NORTHAM,WA,6401,Wheatbelt,Western Australia - Wheat Belt,Home Care,,,,Uniting Church Homes,Religious,Inner Regional Australia,-31.65937136,116.6672697,1952852,0
BENTLEY,WA,6102,Metropolitan South East,Perth - South East,Home Care,,,,Uniting Church Homes,Religious,Major Cities of Australia,-32.00573399,115.899851,5050768,0
BROOME,WA,6725,Kimberley,Western Australia - Outback,Home Care,,,,WA Country Health Service,State Government,Remote Australia,-17.964199,122.233882,1102021,0
BROOME,WA,6725,Kimberley,Western Australia - Outback,Home Care,,,,WA Country Health Service,State Government,Remote Australia,-17.964199,122.233882,831815,0
VICTORIA PARK,WA,6100,Metropolitan South East,Perth - South East,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.97493121,115.8905476,630710,0
VICTORIA PARK,WA,6100,Metropolitan South East,Perth - South East,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.97493121,115.8905476,3636732,0
VICTORIA PARK,WA,6100,Metropolitan South East,Perth - South East,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-31.97493121,115.8905476,2978156,0
KUNUNURRA,WA,6743,Kimberley,Western Australia - Outback,Home Care,,,,Uniting Church Homes,Religious,Remote Australia,-15.77600327,128.7334232,218804,0
BALCATTA,WA,6021,Metropolitan North,Perth - North West,Home Care,,,,Stirling Ethnic Aged Home Association (Inc),Community Based,Major Cities of Australia,-31.86585,115.82716,920968,0
NARROGIN,WA,6312,Wheatbelt,Western Australia - Wheat Belt,Home Care,,,,Shire of Narrogin,Local Government,Outer Regional Australia,-32.93134,117.17455,96505,0
EAST PERTH,WA,6004,Metropolitan East,Perth - Inner,Home Care,,,,St Bartholomew's House Inc,Charitable,Major Cities of Australia,-31.95098312,115.8699302,615852,0
WAROONA,WA,6215,Metropolitan South West,Bunbury,Home Care,,,,Quambie Park Waroona (Inc),Community Based,Inner Regional Australia,-32.84290931,115.925935,240930,0
WAROONA,WA,6215,Metropolitan South West,Bunbury,Home Care,,,,Quambie Park Waroona (Inc),Community Based,Inner Regional Australia,-32.84290931,115.925935,531503,0
WAROONA,WA,6215,Metropolitan South West,Bunbury,Home Care,,,,Quambie Park Waroona (Inc),Community Based,Inner Regional Australia,-32.84290931,115.925935,65855,0
NORTHBRIDGE,WA,6003,Metropolitan East,Perth - Inner,Home Care,,,,Chung Wah Association,Charitable,Major Cities of Australia,-31.94789394,115.8575514,1490232,0
OSBORNE PARK,WA,6017,Metropolitan North,Perth - North West,Home Care,,,,Perth Home Care Services Inc,Charitable,Major Cities of Australia,-31.91062297,115.8089828,247233,0
OSBORNE PARK,WA,6017,Metropolitan North,Perth - North West,Home Care,,,,Perth Home Care Services Inc,Charitable,Major Cities of Australia,-31.91062297,115.8089828,614556,0
JANDAKOT,WA,6164,Metropolitan South West,Perth - South West,Home Care,,,,Perth Home Care Services Inc,Charitable,Major Cities of Australia,-32.10825851,115.859103,296194,0
JANDAKOT,WA,6164,Metropolitan South West,Perth - South West,Home Care,,,,Perth Home Care Services Inc,Charitable,Major Cities of Australia,-32.10825851,115.859103,525304,0
OSBORNE PARK,WA,6017,Metropolitan North,Perth - North West,Home Care,,,,Perth Home Care Services Inc,Charitable,Major Cities of Australia,-31.91062297,115.8089828,2257643,0
OSBORNE PARK,WA,6017,Metropolitan North,Perth - North West,Home Care,,,,Perth Home Care Services Inc,Charitable,Major Cities of Australia,-31.91062297,115.8089828,1296072,0
JANDAKOT,WA,6164,Metropolitan South West,Perth - South West,Home Care,,,,Perth Home Care Services Inc,Charitable,Major Cities of Australia,-32.10825851,115.859103,1375294,0
JANDAKOT,WA,6164,Metropolitan South West,Perth - South West,Home Care,,,,Perth Home Care Services Inc,Charitable,Major Cities of Australia,-32.10825851,115.859103,1790232,0
MAYLANDS,WA,6051,Metropolitan East,Perth - North East,Home Care,,,,West Australian Association of Polish Women Inc,Charitable,Major Cities of Australia,-31.93128,115.89442,1653435,0
NORTHAM,WA,6401,Wheatbelt,Western Australia - Wheat Belt,Home Care,,,,Perth Home Care Services Inc,Charitable,Inner Regional Australia,-31.65319953,116.6724821,561668,0
NORTHAM,WA,6401,Wheatbelt,Western Australia - Wheat Belt,Home Care,,,,Perth Home Care Services Inc,Charitable,Inner Regional Australia,-31.65319953,116.6724821,861643,0
MIDDLE SWAN,WA,6056,Metropolitan East,Perth - North East,Home Care,,,,Rise Network Inc,Charitable,Major Cities of Australia,-31.87311,116.01117,1602646,0
LESMURDIE,WA,6076,Metropolitan East,Perth - South East,Home Care,,,,The RSL Care WA Retirement and Aged Care Association Incorporated,Charitable,Major Cities of Australia,-32.00025,116.04983,231978,0
LESMURDIE,WA,6076,Metropolitan East,Perth - South East,Home Care,,,,The RSL Care WA Retirement and Aged Care Association Incorporated,Charitable,Major Cities of Australia,-32.00025,116.04983,1599265,0
BEACHLANDS,WA,6530,Mid West,Western Australia - Outback,Home Care,,,,The RSL Care WA Retirement and Aged Care Association Incorporated,Charitable,Outer Regional Australia,-28.78434,114.6055,886780,0
MENORA,WA,6050,Metropolitan North,Perth - Inner,Home Care,,,,The RSL Care WA Retirement and Aged Care Association Incorporated,Charitable,Major Cities of Australia,-31.91714346,115.8656646,435121,0
MENORA,WA,6050,Metropolitan North,Perth - Inner,Home Care,,,,The RSL Care WA Retirement and Aged Care Association Incorporated,Charitable,Major Cities of Australia,-31.91714346,115.8656646,888519,0
BEACHLANDS,WA,6530,Mid West,Western Australia - Outback,Home Care,,,,The RSL Care WA Retirement and Aged Care Association Incorporated,Charitable,Outer Regional Australia,-28.78434,114.6055,381084,0
NORTHAM,WA,6401,Wheatbelt,Western Australia - Wheat Belt,Home Care,,,,Share & Care Community Services Group Incorporated,Charitable,Inner Regional Australia,-31.6552852,116.6712487,301443,0
FORRESTFIELD,WA,6058,Metropolitan East,Perth - South East,Home Care,,,,Shire of Kalamunda,Local Government,Major Cities of Australia,-31.98663,116.01671,118313,0
